comment,label
খানকি মাগি চুদা আর কত খাবি,sexual
"এইটা ত আল্লাহর  কাছে ক্ষমা চাওয়া না,,, ফেইজবুক পেইজ ফিরে পাওয়ার নাটক.... নাটক ফেইজবুকে  না দেখিয়ে,, মন থেকে আল্লাহর  কাছে ক্ষমা চান,",sexual
মাগি কতা সুন,sexual
"আলম ভাই সেই গানটি মাৰকেটে কবে আসবে,,,,???",sexual
"এই বাইচুদের বাচ্চা,পরকাল বিশ্বাস করছ না, তুই ত জারজ সন্তান",sexual
এই মাগিরে আগুন দিয়ে জালানো হক,sexual
আজ থেকে সবাই চলেন সিদ্ধান্ত নেই আর কখনো পাছা করিমের নাটক দেখবো না,sexual
তোইতো একটা মাগী,sexual
তুমি সেই রকম মাল,sexual
দুধ দেখতে চাই,sexual
দুধ দেখাও,sexual
মাগীটা।,sexual
ওস্তাদ দুধ ঢাকেন,sexual
তোর মতো খানকির বিশ্বাস করতে হবে বলছে কে?তোর বাপ কে প্রমান দে?,sexual
আরে কি বলে মুখে এক কথা পুটকিতে এক কথা।পরকালে অবিশ্বাস মানে আল্লাহকে অবিশ্বাস,sexual
রোযা দেখা এই ড্রেস আবার ঈদ বারালেই ১ পিস,sexual
"নুনু মিয়া নামের এক লোক উপজেলা নির্বাচনে ভাইস চেয়ারম্যান পদে দাড়াইছে। পরদিন স্থানীয় পত্রিকার শিরোনাম!""নুনু খাড়াইছে!""খবর দেখে নুনু মিয়ার মেজাজ গরম হইছে। তিনি পত্রিকা অফিসে ফোন করে রাগী গলায় বকা ঝকা করলেন। পরদিন পত্রিকার শিরোনাম এসেছে""নুনু গরম হইছে!""--নুনু মিয়া ভোটে দাঁড়াইছে এই খবর এলাকার বড় এক বয়স্ক নেতা জানেন না। মূলত তিনি একই দলের প্রতিদ্বন্দ্বী প্রার্থী ও রানিং ভাইস চেয়ারম্যান।  সাংবাদিকরা ওনার কাছে গিয়ে অনুভূতি জানতে গেলে উনি বলেন ""নুনু আবার কবে খাড়াইল? আমিতো টেরই পেলাম না।""--এদিকে সেই উপজেলার নারী ভাইস চেয়ারম্যান পদে দাড়িয়েছেন এক মহিলা। তিনি নুনু মিয়ার ঘোর বিরোধী। তিনি নারীদের নিয়ে নুনু মিয়ার বিরুদ্ধে মিছিল করলেন। নারীরা পত্রিকায় সাক্ষাতকার দিল। পরদিন পত্রিকার শিরোনাম এসেছে!""এলাকার নারীদের খুশী করতে পারেনি নুনু!""--""খবর দেখে এবার পত্রিকাওয়ালার বিরুদ্ধে সেই মহিলা ভাইস চেয়ারম্যান প্রার্থী ক্ষেপে গেছেন। তিনি ও নুনু মিয়া একই দলের লোক। ওনাকে কেন্দ্র থেকে বকা দিয়েছে। বকা খেয়ে তিনি পত্রিকায় ফোন করে বলেন "" এই সামান্য বিষয় নিয়েও আপনারা শিরোনাম করেন!"" ওনার সাথে আমার কোন ব্যাক্তিগত ঝামেলা নেই।",sexual
"নগ্নতা শয়তানের প্রথম কাজ :মানুষের উপরে শয়তানের প্রথম হামলা ছিল তার দেহ থেকে কাপড় খসিয়ে তাকে উলঙ্গ করে দেওয়া। আজও পৃথিবীতে শয়তানের পদাংক অনুসারী ও ইবলীসের শিখন্ডীদের প্রথম কাজ হ’ল তথাকথিত ক্ষমতায়ন ও লিঙ্গ সমতার নামে নারীকে উলঙ্গ করে ঘরের বাইরে আনা ও তার সৌন্দর্য উপভোগ করা। অথচ পৃথিবীর বিগত সভ্যতাগুলি ধ্বংস হয়েছে মূলতঃ নারী ও মদের সহজলভ্যতার কারণেই। অতএব সভ্য-ভদ্র ও আল্লাহভীরু বান্দাদের নিকটে ঈমানের পর সর্বপ্রথম ফরয হ’ল স্ব স্ব লজ্জাস্থান আবৃত রাখা ও ইযযত-আবরূর হেফাযত করা। অন্যান্য ফরয সবই এর পরে। নারীর পর্দা কেবল পোষাকে হবে না, বরং তা হবে তার ভিতরে, তার কথা-বার্তায়, আচার-আচরণে ও চাল-চলনে সর্ব বিষয়ে। পরনারীর প্রতিটি অঙ্গভঙ্গি ও মিষ্ট কণ্ঠস্বর পরপুরুষের হৃদয়ে অন্যায় প্রভাব বিস্তার করে। অতএব লজ্জাশীলতাই মুমিন নর-নারীর অঙ্গভূষণ ও পারস্পরিক নিরাপত্তার গ্যারান্টি। নারী ও পুরুষ প্রত্যেকে একে অপরের থেকে স্ব স্ব দৃষ্টিকে অবনত রাখবে (নূর ২৪/৩০-৩১) এবং পরস্পরে সার্বিক পর্দা বজায় রেখে কেবলমাত্র প্রয়োজনীয় কথাটুকু স্বাভাবিকভাবে সংক্ষেপে বলবে। নারী ও পুরুষ প্রত্যেকে নিজ নিজ স্বাতন্ত্র্য",sexual
"অবশ্যই এই খানকি মা... কে জবাব দিতে হবে, আরামে আছে তো তাই এসব করছে সরকারের দ্রুত পদক্ষেপ চাই",sexual
"কিরে মুগরী কবিরার আচোদা  মাইয়া, তুই নাকি ফডর ফডর করচ? শুয়োর'নী",sexual
চুতম্রানী চুদির বাঈ তোকে ষুদার টাইম নাই,sexual
তুই মাগী জাতির কলংকো।তোদের মতো বেস্যার জন্য আমরা মেয়েরা আজ জাতির কাছে দোষী। তোরে পাইলে আগে সেডার মধ্যে দিতাম,sexual
পেন্টি পইজ্জে দে পল্লা,sexual
তুই তো নটি মাগি মুসলিম নামধারি ইবলিশ।,sexual
কুত্তি মাগি,sexual
"বোকা চুদা মেয়ে,,,",sexual
তোক চোদার রেট কতো,sexual
অবশ্য ফেরাউন যদি বেঁচে থাকতো।তরে অবশ্যই পুটকি মারতো✌,sexual
ফাহিমা হান্নান বিনা তুই বিশ্ব সুন্দরী নাকি মাগী,sexual
এটা হিরো আলম না পাগল আলম।সালা না পারে ঠিক মতো কথা বলতে না পারে অভিনয় করতে এই সালায় আবার হিরো আলম চুদাই তে আহে।,sexual
দুধ বিক্রয় করিয়া পরীমনি কুটিপতি মিথ্যে অভিনয়ের কি দরকার।,sexual
"আয়!তোরে বিশ্বাস চোদাই!তোর বাপ তর মারে যহন হান্দাইছে তহন তুই দেখছস? নাই দেইখা ক্যামনে তুই বিশ্বাস করলি?তুই জারজ! কারণ তুই না দেহা জিনিস বিশ্বাস করছ না! বাদ দে,আচ্ছা হোন, তর পুটকির যে ফুডা আছে হেইডা তুই দেখছস? তাইলে তুই বিশ্বাস করছ ক্যান তর পুটকির ফুডা আছে? আইজ থাইক্যা তর পুটকির ফুডা নাই।",sexual
তুইত ঠিকমত স্পষ্ট ভাবে কথাই বলতে পারস না.. সালা মুভি চুদাস...???,sexual
জায়েদ খান কোন খানকির ছেলে,sexual
বয়স্ক অক্ষম বাবাটার প্রতি খেয়াল রেখো,sexual
তোরে ডিলেট করে দিছি মন থেকে তোরে আর চুদবো নাহ মাগি পরকিয়া বিশ্বাস করছ না জা বেশ্যাগিরি কর,sexual
চুতমারানি মাগি,sexual
তুই মাগি বিশ্বাস না করলে আমাদের মুসলিমদের কিছু এসে যায় না,sexual
সাফা কবিরের সোনা টা দেখার আপেক্ষায় আছি,sexual
কনডম ছাড়া ডোজ,sexual
চুদানি চুদ মারানি বুদাটা হিন্দুস্তানি,sexual
পরী আর সানি লিওনের মধ্যে ১০০% মিল।,sexual
আই তরে আমি সাফা করে দিমু।।মাগি,sexual
আপনার পাশের মেয়ে টা কে ছিলো মাগি টার সামনে এনে দেন,sexual
সীমিত আকারে আরেকটা বিয়ে করো।আমরা নতুন নাটক দেখার অপেক্ষায় আছি,sexual
"সাফা পতিতা,, আইগুলারে জুতার মালা গোলায় দিয়া ইন্ডিয়া পাঠানোর হোক,",sexual
এত লোকরে সদরঘাটে নিলে আমাকেই বাকি রাখলা ক্যান??,sexual
ডেলে দাও পরীমণি,sexual
এই মাগী সাফা পরকাল বিসসাস করস না তাহলে আল্লাহর কাছে বিচার দেস কিভাবে,sexual
তোর জন্মের ঠিক আছে?? তোর মায়ের কাছে কে গিয়েছিল যার জন্য এই পৃথিবীতে এসেছিস!! জন্মের আগে তাকে দেখেছিলি দেখিস নি?? তাহলে ধরে নি তর বাপ দুনিয়ার সব পুরুষ। তাহলে তুই হলে গাওয়ালি বাপের বেশ্যা মায়ের জারয সন্তান,sexual
"তোর বা-মা যোন সঙ্গম এ লিপ্ত হয়ছিল তা কি তুই দেখছিস,না দেখলে তাদের বাপ-মা ভেবে ভুল করিস না।তাদের কাছে সঠিক তথ্য জেনে বা দেখে নিস,খানকির বাচ্চা খানকি মাগী।",sexual
"পাবলিক বাপ্পি সায়মনদেরকেও খায়না আর উনি হিরো আলম দুইটা মুভি করে জনপ্রিয় হতে চায় ইলেকশনে ফেল করেও ফেসবুক নাম দিছে এমপি হিরো আলম এইসব ছাগল মার্কা আবাল পাব্লিকদের হাসাইতে জানে,,,,আর কিছুনা",sexual
এই মাগি তুই পতের চুদা খাইয়া জন্ম নিচচ,sexual
তোর বাবা এবং তোর মার সহবাস করা দেখেছিলি...তুই না দেখে কি ভাবে বিশ্বাস করলি ঐ লোক টা তোর বাবা.. মাগির ঘরের মাগি,sexual
ফেইজবুক আই ডি হ্যাকিং এর জন্য আল্লাহর কাছে বিচার যে পরকাল বিশ্বাস করে নাহ সে আবার বিচার দেয় আল্লাহর কাছে বাহ বাহ চমৎকার,sexual
খুব শিয়ানা মাল,sexual
"আপনারা যারা সাফা আপাকে গালি দিচ্ছেন আপনাদের উদ্দেশ্যে বলছি, এই মাগিকে আরো ভালো কইরা গালি দেনআমরা আছি আপনাদের দের সাথে",sexual
"প্রিয় সাফা,,  আমরা সকলেই তোমার ভক্ত,,, যদিও তোমাকে নিয়ে ট্রল করেতেছে কিন্তু মন থেকে তারা সবাই তোমাকে চায়,, তোমার নাটক,এবং ভিডিওগুলো দেখে, তোমাকে ফলো করে দেশে আজ অনেক অভিনেত্রী তৈরি হয়েছে। তুমি বাংলাদেশের ই নও,,পৃথিবীর সেরা অভিনেত্রী,যদি এসব ভাইব্যা থাকস তাইলে শোন,,  তুই মাগি একটা বাইঞ্চোদ!!",sexual
খানকির পোলা এডিট করেছে।আবার পোস্ট করেছে।,sexual
তোমাকে জম্ম দিয়েছে কে ওই মাগি তুই কি দেখেছিস??,sexual
ইসলামি দেশের পেক্ষাপট অনুযায়ী একটাও চলেনা পর্দা করতে হোগাই ব্যাথা লাগে,sexual
"মাগি পরকাল বিশ্বাস করো না,পাচার মধ্যে যখন আইক্কা বাশ ঢুকাইব তখন বুজবা",sexual
"তুই তো নাম্বার ওয়ান মাগি।বাংলাদেশের নাটকের নায়িকার মধ্যে তোরে সবচেয়ে ভালো লাগত।আর তুই মাগী কি কইলি তুই পরকালে বিশ্বাস করস না,তুই যেটা নিজের চোখে দেখস না সেটা তুই বিশ্বাস করস না।তোর মা বাপ যখন তোর জন্য চুদাচুদি করছিলো তখন তো তুই দেখস নাই। তুই কার হেডা দি দুনিয়াতে আসছোস তা তুই দেখস নাই কেন তাদের কে মা বাবা বলি ডাকস।পারলে রিপ্লাই দে",sexual
চোদা খাইলে সব ঠিক,sexual
আপু আপনার কাছে এমনটি আশা করিনিখুব লাভ করতাম আপনাকে,sexual
তুই ব্রা ফইরা লাইভে আয় দেখবার মন চায়,sexual
কানকির পুলা মানুষ এখন আগের মত বুকানা,sexual
"বাহ বাহ রোজার দিনে অনেক আমল করে পেলছেন আপনি, শিক্ষিত মূর্খের জাত ইমান আমল কিছু নাই! কিভাবে কাপড় খোলা যায় কিভাবে নেকেড ভিডিও বানানো যায় এই সব তোমাদের মতো বেহায়া নির্লজ্জ নারীদের শিখানো লাগেনা এইসব ই তোমারা ওস্তাদ!  কবরের জন্য কিছু আমল করে নিন না হয় জাহান্নামের গরম খন্তি রেড়ি আপনাদের মতো বেহায়া নারীর জন্য ",sexual
আমি জনি দা বলছি তুই যদি আমার ভক্তদের একটা লিংক দিতে পারস তাহলে তোকে ক্ষমা করে দেওয়ার অনুরোধ করবো,sexual
পশ্চাত দেশে অতিরিক্ত কারেন্ট জমা হওয়াতে পরকালে অবিশ্বাসের কথা বলেছিল।কিন্তু পাবলিক একরাতে সব কারেন্ট চুষে নিয়েছে এবং পশ্চাতদেশ শুকিয়ে যাওয়াতে ভং ধরেছে পাছা কবির,sexual
"এখন সে ক্ষমা চাইছে কেন, এতেও দোষ!   আমরা আসলে কি চাই আমরা নিজেরাও জনিনা",sexual
সালার মাগি কয় কি,sexual
পাছাটা ঘুরে দাড়াও বেইপ্পু,sexual
"আমি হিরো আলমের গান দেখেছি, ডেনি ডেনিয়েলের ভিডিও দেখেছে, মিয়া খলিফাকে বোরখা পরে দেখেছি, জনি সিন্সের ভালো এক্সপ্রেশন দেখেছি, ফারিয়ার পটাকা গান দেখে বোমি করেছি, সানি লিওনের ভালো মানুষি রুপ দেখেছি,সেফুদার মানবোধার বক্তব্য দেখেছি, প্রতিদিন দেশে রেপের খবর দেখছি,সানায় এর পোস্টের কমেন্ট দেখছি, বালমানের পুটকি চাটা দেখেছি, কান হেলালের বালের গান শুনেছি, সালমান মুতেদিকের আরো জোরে হাগো না গান দেখেছি কিন্ত বিশ্বাস করো আপু তোমার মত আবালদোচা কামলাদোচা নায়িকার কথা পরকাল বিশ্বাস করিনা এরকম কথা কোনো দিন দেখেনি শুনিনি। আপনি হলেন কিভাবে বাল এটাই তো ভেবে পাচ্ছি না ধুর বাল  ভূল স্বীকার করার জন্য ক্ষমা করে দেয়া উচিত আমাদের  সাফা কবির আপু ☺☺☺",sexual
আপনি এভাবে কোনো ওয়ার্নিং ছাড়া একটা ভয়ানক পোস্ট ফেসবুকে ছেড়ে দিলেন এতে দূর্বল হৃদয়ের মানুষ গুলোর হার্ট অ্যাটাক হয়ে যেতে পারে। আমি এর তীব্র নিন্দা ও ফতিভাত জানাই।,sexual
"আসিতেছে! আসিতেছে! আসিতেছে! - তামাশা, এতে চুমু দিয়ে, হাল্কা পর্ণ দিয়ে দর্শক মাতানো হবে। যুগের গায়ক কারিগরদের গান শিখানো হবে!! এই নোবেল আর কতো পারো তুমি রে ভাই। ভাঁওতাবাজি ছাইড়া ভালো হও।",sexual
"ও পরী তোমার দুধ ঝুইলা গেছে,, দুধ ঢেইকা রাখো,, বিড়াল মুখ দিবে তো",sexual
"এখন মাথায় কাপড় দিয়ে লাইভে এসে তারপর স্যরি ট্যরি বলো। সানাই তো অপকর্ম করার পর ভাইরাল হওয়ার পর পুলিশে ধরার পর ভিডিও সরায় নিছিলো সব।বাংলাদেশ প্রতিদিনের শোবিজ পাতায় লিখছিলো তাকে নিয়ে।তোমার জন্য এখন তারা ওয়েট করতেছে সম্ভবত। এবার বলো,অপস্, স্যরি, স্যরি,আমি আসলে বুঝি নাই পাবলিক বিষয়টা এমন সিরিয়াসলি নিবে। রাতে ভাবলাম,তারপর এখন মনে হলো,আমি সব কিছুতেই বিশ্বাসী।",sexual
"দেশের অনেক মানুষ হিরো আলমকে চিনেনা, তাকে চিনতে হবে এমন কোন কথা নাই,জায়েদ খান ছাড়াও আরো  অনেক হিরোকে সবাই নাও চিনতে পারে তাতে কি যায় আসে, অনেক রাজনিতীবিদ, খেলোয়ারকে সবাই চিনেনা,হিরো আলমকে নিয়া  জয় ভাই ও আমরা হুদাই কামরাকামরি করতাছি,কাকে মানুষ বেশি চিনে সেটার উপর কৃতিত্ব নির্ভর করেনা,সে কি কাজ করলো সেটা বিষয়,কুখ্যাত সন্ত্রাসিকে মানুষ একনামে চিনে,",sexual
"হিরো আলম একটা ভোদাই লোক তাকে নিয়ে কে কি বলল সে চিন্তায় তার ঘুম নাই,এক এলাকায় কৃষক ও ডাক্তার দুজনে চেয়ারমেন নির্বাচন করছে, সেখানে কৃষক বেশি ছিল তাই বেশি ভোটে কৃষক জয়ি হইছে, ডাক্তার ২/৪ জন ছিল তাই ডাক্তার সাহেব হারছে, তার মানে আমরা পাবলিক হিরো আলমের মত ভোদাই তাকেও নির্বাচনে দাড় করিয়ে জয়ি করতে পারি যোগ্যতা দেখার দরকার নাই,",sexual
মাগী তুই মরবি না,sexual
সাফা কবিরের মত রাজবেশ্যা আজকাল প্রথমআলোর টকশোতে আসে,sexual
ইচ্ছা করতাছে পদ্মা সেতুর এক একটা পিলার জোড়া দিয়ে সাফা খবিশের পুটকির ভিতর ভরে দেই।,sexual
পাছায় রট দিতে হবে,sexual
পুটকি দিয়া বাশ দিবো মরার পর তোমাকে,sexual
চুদনা তুই একটা,sexual
গরীবের সানি আপা❤,sexual
মাগী দেখতে কেমন জানেন কি কেও...?,sexual
"আমি কর জোড়ে অনুরোধ করতেছি,, আপনার সন্তানের কথা চিন্তা করে দেখুন একবার!! সে যেনো বলতে পারে হ্যা 'আমি আমাকে জন্মদিতে দেখেছি',,, সেই জন্য কিছু (HD) কোয়ালিটির ভিডিও বানাবেন,,, ডিরেক্টর হিসেবে জনি সিন্স কে রাখবেন,,আর পোডাক্টশন হবে ব্রাজার্স এর!!! যাতে আপনার সন্তান হওয়ার প্রমান তৈরিতে কোনো কমতি না থাকে,,,,আর হ্যা,, ভিডিও তৈরির আগে ঐখান টা পরিষ্কার করে নিয়েন,,, বাংলা ভিডিওর একটাই সমস্যা!!  আশা করছি আমার অনুরোধটা আপনি রাখবেন!! (দয়া করে কেউ বাজে কমেন্ট করবেন না প্লিস)",sexual
পাছা গভীর,sexual
মাগি তোরে পাইলে পুটকির ভিতর গিরিজ লাগাই একঘন্টা ধরে পুটকি মারতাম। তোর পোঁন্দের ফঅড়ি কুব ট্যাস্ হবে। পক্ পক্ পকাত্।,sexual
তুমি জানো না সোনাতোমার ফটো তোলার পরে ফটোগ্রাপার কতবার গিটার মারছেমাঝে মাঝে তার সাথে একটু দুধ কলা বিনিময় করিও,sexual
"এতো আবাসিক হোটেলের মাল তাই বিশ্বাস করেনা,,,খানকি",sexual
ওয়াও পুরাই হট,sexual
"আচ্ছা?তুই কি ভার্জিন?কত জন রে দিসিলি?আমি তো জানি না দিলে স্টার হওয়া যায় না।পরকাল চিনস?ওহ চিনবি কেমনে তোদের তো দুনিয়াটাই জান্নাত।আচ্ছা জানিস?তোরে ফলো করতে গিয়ে কত মেয়ের জীবন গেসে?ভাবসিলি একবার ও?কেন ভাববি তো ১৪ জনের লগে থাকবি আবার চোদাবি নারীর অধিকার আগে।হ্যা তোদের মাথায় খালি এইটাই থাকে ইহ আমি কেমনে জামাইর টাকা দিয়ে খাব?ওর কথা মত ক্যান চলবো?আরে ১৪ পুরুষের কাছে যে নিচু হতে হয় জানস না?বাদ দিলাম ওটা তোরা তো স্টার মডেল আইকন।কেমনে? নিজেরে বিক্রি করে দিলি আর কিছুই আচ্ছা তুই দেখসিলি তোর আব্বা-আম্মা যৌন মিলন করার সময়টা? তাইলে দুনিয়া তে আসি ১৪ জন রে খাওয়াই কেমনে বলস ""আসলে আমি যা দেখিনা তা বিলিভ করি না""করিস না ১৭ জনের রাতের জালা মিটাইসএটাই পারবিমাগিনারী সমাজ,ইসলাম ধংসকারী",sexual
দেশি সানি আফাজনি সিন্স ব্র রে খুব দরকার এরে ঠান্ডা করার জন্য,sexual
গালি দিমু না।কারণ আমি ভদ্র ছেলে।নাহলে খানকি মাগী গালিটা প্রথমে দিতাম।।,sexual
জাস্ট নুনুটা কেঁপে উঠলো।,sexual
এটা দেখার পর ঠাকুরদা কবরে বসে ডিপ্রেশনে চলে গেলো।,sexual
"আবার ওনার সাথে শুয়ে পডে কিনা,  কে জানে।। ",sexual
এটা পোস্ট করার মত কিছু না। আপনি যদি সত্তিই মন থেকে আল্লাহর কাছে ক্ষমা চান তবে  তিনি ক্ষমা  করলেই  আপনি  আবার মুসলিম হয়ে যাবেন। মানুষের মন কাঁচের মত। তাতে যদি একবার দাগ পড়ে তবে তা সম্পূর্ণরূপে মুছে ফেলা কঠিন।তাই ফলোয়ার  বাড়ানোর  জন্য  ক্ষমা না চেয়ে  পরকালে  মুক্তির  জন্য ক্ষমা  চান। যদি আপনি অদেখা বিষয়  এর উপর  প্রকৃতরূপে বিশ্বাস  স্থাপন করতে সক্ষম  হয়ে থাকেন।,sexual
আরে তুই তো জারজ সন্তান তোকে জন্ম দিছে তুই কি দেখছস দেখস নাই তার মানে তোর কথায় বুঝা যাচ্ছে তুই জারজ সন্তান তাই তোর মুখ থেকে এরকম কথা বের হচ্ছে,sexual
হিরো আলমের মতো কিছু আবালের জন্য ফেসবুক চালানো বাদ দিতে ইচ্ছে করে।,sexual
চোদায়ে কুব টেশ।।,sexual
নাদিয়া রিমি চুদির ভাই।।এখন যদি আমি চোদনের ঠ্যালায় না বুঝে একটা মেয়েকে খেলি দেই তাহলে কি আমার পাপ হবে৷ আমি কি আসামী হবো??নাকি এরকম ভুল বার বার করার উৎসাহ পাবো।।আমি একটু তোর কাছ থেকে উৎসাহ চাই বন্ধু,sexual
খোলা ওড়না হলে নাম টা বেটার হতো।।।,sexual
"একজন মুসলিম যত বড় ই করুক না কেনো আল্লহার কাছে ক্ষমা চাইলে আল্লাহ ক্ষমা করে দেন.....ঠিক যেমন উনি দোষ করছেন এবং নিজের ভুল বুঝতে পেরেছেন  এখন ঠিকি উনি তওবা করেছেন....ক্ষমা করার মালিক আল্লাহ আর আবার শাস্তি  দেয়ার মালিক ও আল্লাহ..সুতরাং আপনাদের মত কিছু মানুষ পরকাল বিশ্বাস করেন তবে বিশ্বাসে কি লাভ??যদি আপনি হাজার মানুষের সামনে অশ্লীল কথাবার্তা অশ্লীল ব্যবহার করেন তো এটাও তো মুসলিমের আওতায় পড়ে না সুতরাং তার ভুল তাকে নিজেকে সমাধান করতে দেন এভাবে অমুসলিমের পরিচয় দিবেন না।।।। ইসলাম শান্তির ধর্ম,, ক্ষমার ধর্ম,, আল্লাহ এক ও অদ্বিতীয়া.... আল্লাহ সবাই সঠিক ভাবে চলার তৌফিক দান করুক....ধন্যবাদ সবাইকে ❤",sexual
আপনার ব্রা কোনোদিন দেখলাম না তাই বলে কি আপনার ব্রার অস্তিত্ব নাইআমার প্রশ্নের উত্তর দেন নাহলে ব্রা দেখান টাইম নাই come onhurry up cheap lady,sexual
আমার ক্রাশ ছিলো পাছা কবিরএখন কি হবে,sexual
সেম্পু এক বোতল দোকান থেকে এনে বাথরুমে রেখেছি যখনি তোমার ছবি গুলা দেখি বাথরুমে যাই গীটারের সুর তুলি,sexual
চুলের কথা বলে লাভ নাই আমি তোমার কোন ছবি কাপড় সব তুলি নাই,sexual
"ঠিক আছে তাহলে তোমার বাবা-মার বিয়েতো তুমি দেখনি, এখন তোমার দৃষ্টিতে তুমি একজন জারজ সন্তান তা সহজে মেনে নিতে পারবে তো।??",sexual
"যেভাবেই হোক, ভোদা আমি দেখবোই দেখবো!!!",sexual
জ্যোতির্ময় মালী তুমি কোন ধর্মের অনুসারী।আপনার কতায় বুঝা যার।আপনার গার্ডে দেখি লাগল,sexual
মনে হয় রমজান মাসে ও প্রচুর সেক্স করেছে।,sexual
ওর তো এখন আবার সেক্স বেড়ে যাবে!,sexual
তর মতো মাগিদের মাঝ রাস্তায় ফেলে দুচা উচিত,sexual
"তুমিতো দেখেছো কভু
ওরনার নিচে দুদু রই
হাতের টিপোনে মুখের চুষোনে
তা ধীরে ধীরে বড় হয় ",sexual
পড়শী তুমি একটা কড়া মাল কাছে পেলে চুদে চুদে তোমার ভোদা করে দিতাম খাল।,sexual
শালীকে হাসমতকে দিয়ে চুদানোর দরকার..খানকি মাগি শলই পাড়া গিয়ে দেখ হাসমত তোর জন্য হোল খাড়া করো বসে আছে,sexual
"আমি হিরো আলমের গান দেখেছি, ডেনি ডেনিয়েলের ভিডিও দেখেছে, মিয়া খলিফাকে বোরখা পরে দেখেছি, জনি সিন্সের ভালো এক্সপ্রেশন দেখেছি, ফারিয়ার পটাকা গান দেখে বোমি করেছি, সানি লিওনের ভালো মানুষি রুপ দেখেছি,সেফুদার মানবোধার বক্তব্য দেখেছি, প্রতিদিন দেশে রেপের খবর দেখছি,সানায় এর পোস্টের কমেন্ট দেখছি, বালমানের পুটকি চাটা দেখেছি, কান হেলালের বালের গান শুনেছি, সালমান মুতেদিকের আরো জোরে হাগো না গান দেখেছি কিন্ত বিশ্বাস করো আপু তোমার মত আবালদোচা কামলাদোচা নায়িকার কথা পরকাল বিশ্বাস করিনা এরকম কথা কোনো দিন দেখেনি শুনিনি। আপনি হলেন কিভাবে বাল এটাই তো ভেবে পাচ্ছি না ধুর বাল  ভূল স্বীকার করার জন্য ক্ষমা করে দেয়া উচিত আমাদের  সাফা কবির আপু",sexual
আমার নিউ আইডি এড দিয়া পাশে থাকুন ।রিকু দিলে এড ।বানিতে:- পাছা কবির,sexual
"শুভ নববর্ষেআপনার প্রিয়জনকে উপহার দিতেআপনার পছন্দের যে কোন ছবি কিং বা কোন লেখা কাঠের মধ্যে  খোঁদাই করে গিফট দিতে পারেন, অর্ডার করুন আমাদের কাছেআমরা পৌঁছে দিবো আপনার প্রিয়জনের ঠিকানায়। আপনার পছন্দের পণ্য আজই অর্ডার করুন অর্ডার করতে ইনবক্স আপনার ফোন নাম্বার এবং ঠিকানা।যে কোন  টাই আপনার পছন্দের নাম বা আপনার প্রিয় জনের ছবি দিয়ে আকর্ষনিও  উপহার বানাতে পারেনমানিব্যাগ+ডাইরি+নোটবুক+কলম-বক্স+নাম প্লেট+দেওয়াল গড়ি+চাবির রিং+ছবির প্রেম+মগ-আরো অনেক কিচু করতে পারবেন,।Click here to order m.me/giftshoponCall: 01776000245ইমেইলঃ giftshopon@gmail.comএখুনি অর্ডার করতে এই লিঙ্কে ক্লিক করুন m.me/giftshoponপেমেন্ট সিস্টেমঃ ঢাকা সিটির মধ্যে পণ্য হাতে পেয়ে আমাদের ডেলিভারিম্যানের কাছে পেমেন্ট করবেন।ঢাকা সিটির বাহিরে আগে পুল টাকা বিকাশ করে দিতে হবে,আপনার জিনিসআমরা কুরিয়াতে দিয়ে দেবো ২-৩ দিন এর মদ্দে পেয়ে জাবেন,।★ডেলিভারি চার্জ: প্রোডাক্টের মূল প্রাইসের সাথে ঢাকায় ৫০ ও ঢাকার বাইরে ১০০ টাকা ডেলিভারি চার্জ যুক্ত হবে।",sexual
খানকি মাগি বেশ্যা মাগি পতিতা চুদা মাগি মাগির বাচ্চা শুয়রের বাচ্চা কুত্তার বাচ্চা খানকির বাচ্চা মাগি মালের বাচ্চা চুদনবাজ মাগির বাচ্চা নটি মাগির বাচ্চা,sexual
পোষ্টকারি ১০০% জারজ,sexual
ওর চাচার ধনের মদ্দ দিয়ে বের হয়েছে,sexual
মাগী খানকী পতিতা,sexual
তোমারে চোদার টাইম নাই..,sexual
তুই পরকাল কি বুজচ তুই হলি মাগি তুর লেখা পরা কি আছে বাংলা আর ইংলিশ,sexual
তোর মতো মাগি বিশ্বাস না করলে কিছু যায় আসেনা,sexual
চুদে না চুরে আবার পার্ট চুদাইয়া গুরে||,sexual
তোর মার ভোদায় কার পানি পড়ছে সেটা কি তুই যানছ? না দেখছস??সেটা যদি না দেখে থাকস তাহলে এই লোকটাকে বাবা বলছ কেনো???কিরে কন্ডম ফাটা দূর্ঘটনার ফসলবর্তমান সময়ের আলোচিত মাগি,sexual
"ভূল করে বলে থাকলে কথাটা শিরক,  মাপ চান আললাহ মাপ করে দিবেন।  মানুষরা ও পারে গালিগালাজ,  সমালোচনা  করতে,  তা না করে inboxe যেয়ে ভূল শোধরাই দিন সেটা বুদ্ধিমানের কাজ।",sexual
আপনার কথার চোদনে আজকে দুইদিন ফেসবুকে ঢুকতে পারতেছি না.,sexual
"এ কথা আপনার মুখে মানায় না, ও সরি এ লেখা আপনার হাতে মানায় না। আর এই ফেইসবুক হ্যাক এর জন্যও আপনি বিচার চান...?  আপনার দোয়া কবুল হোক।",sexual
ওনাকে ধর্ষক সিরাজউদ্দৌলার সাথে একরাতের জন্য বন্দী করা হোক।,sexual
